Unnamed: 0,MGTNO,APVPERMYMD,TRDSTATENM,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,BPLCNM,UPTAENM,X,Y,TRDPJUBNSENM,WTRSPLYFACILSENM,dong,exemplary_diner,keyword,id,id_mod,id_mod2
1041,3220000-101-1998-13533,19980331,영업/정상,77.32,135868,서울특별시 강남구 삼성동 45-10번지 지상1층 ,서울 강남구 봉은사로 459 ,"(주)성제기업""빅맨""",한식,204324.263443033,445580.187539001,기타,상수도전용,삼성동,,"성제기업""빅맨""",, , 
1042,3220000-101-1998-13535,19980317,영업/정상,17.10,135897,서울특별시 강남구 신사동 658-1번지 ,서울 강남구 압구정로50길 22 ,압구정서서갈비,한식,203260.792222556,447182.513984263,기타,상수도전용,신사동,,압구정서서갈비,,7997196,7997196
1043,3220000-101-1998-13541,19980325,영업/정상,222.72,135502,서울특별시 강남구 대치동 1001-20번지 ,서울 강남구 테헤란로104길 26 ,안골,한식,205705.921297068,445029.172462046,기타,상수도전용,대치동,,안골,['1262079557'], , 
1044,3220000-101-1998-13557,1998-03-04,영업/정상,50.35,135-937,서울특별시 강남구 역삼동 836-25,서울 강남구 도곡로3길 10 ,전주피순대,한식,202864.862111033,443190.395640129,,,역삼동,,전주피순대,, , 
1045,3220000-101-1998-13563,19980309,영업/정상,101.05,135887,서울특별시 강남구 신사동 507-11 대영빌딩 1층 ,서울 강남구 도산대로1길 40 ,송쉐프,중국식,201663.632445369,446348.522044876,기타,상수도전용,신사동,,송쉐프,,1262079557,1262079557
1046,3220000-101-1998-13570,19980209,영업/정상,123.00,135509,서울특별시 강남구 삼성동 114-16번지 ,서울 강남구 봉은사로68길 6 ,엘에이북창동순두부,한식,204321.20660752,445475.934593133,기타,상수도전용,삼성동,,엘에이북창동순두부,, , 
1047,3220000-101-1998-13586,19980116,영업/정상,90.06,135887,서울특별시 강남구 신사동 508-10번지 ,서울 강남구 강남대로158길 13,원조옛날순대전문점,한식,201700.66912518,446313.095098981,기타,상수도전용,신사동,,원조옛날순대전문,['1922864863'], , 
1048,3220000-101-1998-13587,19980120,영업/정상,89.16,135931,서울특별시 강남구 역삼동 817-17,서울 강남구 강남대로96길 13 ,(주)진담푸드 강남역2호점(정통집 강남역점),한식,202415.48453233,444197.885358769,,,역삼동,,진담푸드 강남역2호,, , 
1049,3220000-101-1998-13615,19980110,영업/정상,39.61,135836,서울특별시 강남구 대치동 506-0번지 선경상가 1층동 102호,서울 강남구 삼성로 151,대치동 독도골뱅이,한식,205463.235011635,443326.747132135,학교정화(상대),상수도전용,대치동,,대치동 독도골뱅이,['380650186'],1922864863,1922864863
1050,3220000-101-1998-15737,19981220,영업/정상,377.97,135882,서울특별시 강남구 삼성동 171-2번지 ,서울 강남구 테헤란로113길 12 ,한국감정원구내식당,한식,205818.912576925,445438.030021695,기타,상수도전용,삼성동,,한국감정원구내식당,, , 
1051,3220000-101-1998-16104,19981220,영업/정상,177.07,135569,서울특별시 강남구 역삼동 834-4번지 ,서울 강남구 역삼로8길 5 ,미테리언 육식주의자,한식,202917.564846765,443499.156187577,기타,상수도전용,역삼동,,미테리언 육식주의자,['18173404'],380650186,380650186
1052,3220000-101-1998-16222,19981220,영업/정상,138.30,135928,서울특별시 강남구 역삼동 771-8번지 ,서울 강남구 역삼로 248 ,찌개애감동역삼점,한식,203760.1836782,443937.024326439,기타,상수도전용,역삼동,,찌개애감동역삼,['13287052'], , 
1053,3220000-101-1998-16227,19981220,영업/정상,125.67,135514,서울특별시 강남구 역삼동 733-8 지상1,서울 강남구 역삼로 215,신촌설렁탕 역삼로점,한식,203519.98,443841.75,,,역삼동,,신촌설렁탕 역삼로,['11236533'],18173404,18173404
1054,3220000-101-1998-16235,19981220,영업/정상,23.54,135931,서울특별시 강남구 역삼동 810번지 ,서울 강남구 강남대로110길 12 ,강남삼계탕,한식,202213.874008393,444627.992060386,유흥업소밀집지역,상수도전용,역삼동,,강남삼계탕,['1684804222'],13287052,13287052
1055,3220000-101-1998-18348,19980414,영업/정상,90.00,135964,서울특별시 강남구 개포동 1231-17번지 지상1층 ,서울 강남구 개포로20길 17 ,숙아채 콩나물국밥,분식,204159.735,441731.32,주택가주변,상수도전용,개포동,,숙아채 콩나물국밥,,11236533,11236533
1056,3220000-101-1998-18407,19981117,영업/정상,82.41,135811,서울특별시 강남구 논현동 4-22,서울 강남구 논현로149길 64 ,스스키노 신사점,한식,201994.544587721,446082.798130736,,,논현동,,스스키노 신사,,1684804222,1684804222
1057,3220000-101-1998-18441,19980430,영업/정상,134.10,135889,서울특별시 강남구 신사동 534-26번지 ,서울 강남구 압구정로12길 44 ,루비,경양식,201935.86,446533.975,주택가주변,상수도전용,신사동,,루비,['120100617'], , 
1058,3220000-101-1998-18494,19980603,영업/정상,107.35,135892,서울특별시 강남구 신사동 586-9번지 ,서울 강남구 도산대로27길 18 ,이사벨,경양식,202368.939378334,446526.880319708,기타,상수도전용,신사동,,이사벨,['26792733'], , 
1059,3220000-101-1998-18782,19981210,영업/정상,106.56,135910,서울특별시 강남구 역삼동 645-12번지 지층 ,서울 강남구 테헤란로19길 18 ,지라이브,경양식,202890.713120461,444332.759208012,기타,상수도전용,역삼동,,지라이브,['8190214'],120100617,120100617
1060,3220000-101-1998-18914,19980704,영업/정상,113.54,135847,서울특별시 강남구 대치동 956-2 ,서울 강남구 삼성로86길 22 ,스시팡,한식,205179.073841827,444862.210108558,기타,상수도전용,대치동,,스시팡,['9862319'],26792733,26792733
1061,3220000-101-1998-19125,19980804,영업/정상,148.50,135962,서울특별시 강남구 개포동 1197,서울 강남구 논현로12길 16,논골집,한식,204319.033451528,441421.210548892,,,개포동,모범식당지정,논골집,['9934784'],8190214,8190214
1062,3220000-101-1998-19200,19980416,영업/정상,24.48,135894,서울특별시 강남구 신사동 615-1번지 ,서울 강남구 압구정로 216 ,아바이왕순대,한식,202672.379135431,447313.362226154,기타,상수도전용,신사동,,아바이왕순대,['10834771'],9862319,9862319
1063,3220000-101-1998-19204,19981102,영업/정상,22.76,135890,서울특별시 강남구 신사동 559-16번지 ,서울 강남구 논현로151길 26 ,전주맛자랑,한식,202236.324729821,446413.790142822,기타,상수도전용,신사동,,전주맛자랑,,9934784,9934784
1064,3220000-101-1998-19336,19980309,영업/정상,231.91,135888,서울특별시 강남구 신사동 515-12,서울 강남구 강남대로152길 29 ,촌,한식,201850.36758062,446186.955661221,,,신사동,,촌,['506901189'],10834771,10834771
1065,3220000-101-1998-19363,19930927,영업/정상,253.15,135895,서울특별시 강남구 신사동 623-2번지 지상1층 ,서울 강남구 언주로 841 ,사와스시,한식,202838.069449631,447036.131689772,기타,상수도전용,신사동,,사와스시,, , 
1066,3220000-101-1998-19378,1998-06-11,영업/정상,251.94,135-880,서울특별시 강남구 삼성동 157-17,서울 강남구 테헤란로83길 13 ,월스트리트(Wall Street),한식,205005.06562117,445121.794733346,,,삼성동,,월스트리트,,506901189,506901189
1067,3220000-101-1998-20025,19981030,영업/정상,323.00,135881,"서울특별시 강남구 삼성동 162-12번지 지상1층,지하1층 ",서울 강남구 봉은사로 636 ,본가신의주찹쌀순대전문점,한식,205669.742532645,445840.609174842,기타,상수도전용,삼성동,모범식당지정,본가신의주찹쌀순대전문,['295146706'], ,8440324
1068,3220000-101-1998-20045,19980914,영업/정상,65.72,135924,서울특별시 강남구 역삼동 745-12번지 ,서울 강남구 역삼로19길 29 ,장원,한식,203240.34880047,443877.991857765,주택가주변,상수도전용,역삼동,,장원,['11257354'], , 
1069,3220000-101-1998-20746,19981215,영업/정상,276.36,135819,서울특별시 강남구 논현동 97-20 ,서울 강남구 언주로148길 7 ,우담,한식,203038.852487965,446489.639220708,기타,상수도전용,논현동,,우담,['26308770'],295146706,295146706
1070,3220000-101-1998-20774,19981026,영업/정상,219.22,135948,서울특별시 강남구 청담동 1-25번지 ,서울 강남구 선릉로146길 5 ,현대식당,한식,203480.24016578,446635.296105495,기타,상수도전용,청담동,,현대식당,,11257354,11257354
1071,3220000-101-1998-21101,19980112,영업/정상,133.28,135931,서울특별시 강남구 역삼동 817-16 지상1층,서울 강남구 강남대로96길 11-4 ,봄베이 브로이,경양식,202410.177723106,444212.054864818,,,역삼동,,봄베이 브로이,,26308770,26308770
1072,3220000-101-1998-21425,19981031,영업/정상,116.00,135935,서울특별시 강남구 역삼동 839-10번지 ,서울 강남구 도곡로 133 ,예향,경양식,202989.342361166,443170.367977601,기타,상수도전용,역삼동,,예향,['1238400864'], , 
1073,3220000-101-1998-21861,19980915,영업/정상,93.30,135819,서울특별시 강남구 논현동 99-19번지 ,서울 강남구 도산대로50길 27 ,필,경양식,203266.483894787,446487.655191706,기타,상수도전용,논현동,,필,, , 
1074,3220000-101-1998-22144,1998-05-18,영업/정상,54.78,135-931,서울특별시 강남구 역삼동 817-31 .32,서울 강남구 강남대로98길 12-5 ,땀땀,경양식,202404.480682241,444243.818676505,,,역삼동,,땀땀,['316697838'],1238400864,1238400864
1075,3220000-101-1998-22475,19981124,영업/정상,50.45,135910,서울특별시 강남구 역삼동 645-15 ,서울 강남구 논현로95길 29-12 ,노오릇,한식,202926.583786483,444339.479156427,기타,상수도전용,역삼동,,노오릇,['1843104144'], , 
1076,3220000-101-1998-22795,19980219,영업/정상,104.00,135935,서울특별시 강남구 역삼동 826-39번지 ,서울 강남구 테헤란로4길 38-5,흥부이가,한식,202596.585454622,443724.080768751,기타,상수도전용,역삼동,모범식당지정,흥부이가,,316697838,316697838
1077,3220000-101-1999-00277,19991015,영업/정상,114.00,135821,서울특별시 강남구 논현동 113-20번지 ,서울 강남구 언주로134길 35,한남동24시뼈다귀감자탕 분점,한식,203323.848663233,446121.192473963,기타,상수도전용,논현동,,한남동24시뼈다귀감자탕 분,,1843104144,1843104144
1078,3220000-101-1999-00382,19991021,영업/정상,50.33,135845,서울특별시 강남구 대치동 942-13번지 ,서울 강남구 테헤란로82길 11 ,김가네김밥테헤란로점,분식,205070.009601878,444892.696896869,기타,상수도전용,대치동,,김가네김밥테헤란로,, , 
1079,3220000-101-1999-04746,19980917,영업/정상,23.40,135810,"서울특별시 강남구 개포동 660-4번지 종합상가B-143,144 ",서울 강남구 개포로 310 ,믿음식당,중국식,205091.275107039,442060.820705342,기타,상수도전용,개포동,,믿음식당,['2706094'], , 
1080,3220000-101-1999-06333,19991014,영업/정상,78.48,135951,서울특별시 강남구 청담동 44-7번지 ,서울 강남구 학동로67길 7 ,자금성,중국식,204035.613114961,446286.318746192,주택가주변,상수도전용,청담동,,자금성,, , 
1081,3220000-101-1999-06872,19861209,영업/정상,32.19,135935,서울특별시 강남구 역삼동 839-0,서울 강남구 강남대로62길 22 ,궁민김밥 (구)김밥천국,한식,202881.15177703,443151.451427217,,,역삼동,,궁민김밥 ,,2706094,2706094
1082,3220000-101-1999-07036,19940225,영업/정상,81.90,135929,서울특별시 강남구 역삼동 790-8번지 ,서울 강남구 논현로 339 ,월매네,경양식,203393.175,443694.515,기타,상수도전용,역삼동,,월매네,, , 
1083,3220000-101-1999-07085,19931214,영업/정상,318.96,135933,서울특별시 강남구 역삼동 822-1번지 ,서울 강남구 테헤란로 105 ,알프스호프,뷔페식,202451.518293114,444050.818730175,결혼예식장주변,상수도전용,역삼동,,알프스호프,['7876110'], , 
1084,3220000-101-1999-07390,19991014,영업/정상,77.52,135513,서울특별시 강남구 역삼동 704-29번지 ,서울 강남구 언주로98길 37 ,선릉포차,한식,203893.250575857,444725.832617978,기타,상수도전용,역삼동,,선릉포차,['1765314773'], , 
1085,3220000-101-1999-07392,19991015,영업/정상,88.35,135829,서울특별시 강남구 논현동 226-4번지 ,서울 강남구 언주로115길 14 ,목포자매집,한식,203063.240928317,445324.287749846,주택가주변,상수도전용,논현동,,목포자매집,,7876110,7876110
1086,3220000-101-1999-07590,19991021,영업/정상,84.24,135915,서울특별시 강남구 역삼동 674-13 ,서울 강남구 테헤란로37길 28 ,옛고을 장원김밥,한식,203497.376560822,444653.634688837,주택가주변,상수도전용,역삼동,,옛고을 장원김밥,['7781842'],1765314773,1765314773
1087,3220000-101-1999-07596,19910816,영업/정상,91.10,135513,서울특별시 강남구 역삼동 704-54 ,서울 강남구 선릉로93길 32 ,선릉 FOOD,한식,204000.666058448,444726.043653911,유흥업소밀집지역,상수도전용,역삼동,,선릉 FOOD,, , 
1088,3220000-101-1999-07742,19991007,영업/정상,157.86,135888,서울특별시 강남구 신사동 515-9번지 ,서울 강남구 강남대로152길 35,샤블리,일식,201893.125894971,446209.044789227,유흥업소밀집지역,상수도전용,신사동,,샤블리,['19722948'],7781842,7781842
1089,3220000-101-1999-07822,19991008,영업/정상,142.07,135930,서울특별시 강남구 역삼동 798-18번지 ,서울 강남구 도곡로 191 ,어가,일식,203486.07829414,443366.0309633,기타,상수도전용,역삼동,,어가,['16905535'], , 
1090,3220000-101-1999-07957,1998-11-27,영업/정상,196.14,135-935,서울특별시 강남구 역삼동 827-20 외2필지,서울 강남구 테헤란로4길 45 ,아이러브펍,한식,202677.697786733,443703.043623381,,,역삼동,,아이러브펍,,19722948,19722948
1091,3220000-101-1999-08061,19991011,영업/정상,76.58,135857,서울특별시 강남구 도곡동 544-4번지 ,서울 강남구 도곡로 192 ,총각수산 153,경양식,203501.724870917,443302.636299048,기타,상수도전용,도곡동,,총각수산 153,,16905535,16905535
1092,3220000-101-1999-08307,1999-10-23,영업/정상,138.16,135-891,서울특별시 강남구 신사동 566-34,서울 강남구 논현로157길 10 ,올리브,경양식,202340.328566844,446697.320146006,,,신사동,,올리브,, , 
1093,3220000-101-1999-09450,19991008,영업/정상,78.40,135859,서울특별시 강남구 도곡동 942-10번지 ,서울 강남구 강남대로58길 17 ,추억속으로,경양식,202897.36514058,443050.455826693,기타,상수도전용,도곡동,,추억속으로,, , 
1094,3220000-101-1999-09649,19991011,영업/정상,221.44,135516,서울특별시 강남구 일원동 684-2번지 ,서울 강남구 일원로 39 ,형수네실내포차,한식,207123.804624209,443130.866348909,주택가주변,상수도전용,일원동,,형수네실내포차,, , 
